Date,Revenue_USD,EMA_7,EMA_14,EMA_30,Revenue_ZScore,Revenue_MinMax,day_of_week,sin_dow,cos_dow,month,sin_month,cos_month,week_of_year,sin_woy,cos_woy,is_weekend,is_month_end,is_month_start,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,revenue_diff1,revenue_diff7
2025-07-22,701.13,292.6303816310625,278.92025882565576,300.37317140810825,0.7718777975830924,0.312122439712776,1,0.7818314824680298,0.6234898018587336,7,-0.4999999999999997,-0.8660254037844388,30,-0.46472317204376806,-0.8854560256532101,0,0,0,75.54,282.68,164.67,6.93,0.0,244.28,48.34,178.97,203.15,245.95999999999998,545.85,516.78,826.01,268.91999999999996,210.74714285714285,242.60186710701467,288.59214285714285,260.3958710879847,625.59,652.79
2025-07-23,1218.28,524.0427862232968,404.1682243155683,359.59296680113357,2.2399916346786997,0.5423423984899814,2,0.9749279121818236,-0.22252093395631434,7,-0.4999999999999997,-0.8660254037844388,30,-0.46472317204376806,-0.8854560256532101,0,0,0,701.13,75.54,282.68,164.67,6.93,0.0,244.28,48.34,178.97,203.15,245.95999999999998,545.85,516.78,826.01,349.89,453.0649067554597,316.6114285714285,333.5114528273849,517.15,974.0
2025-07-24,704.12,569.0620896674726,444.16179440682583,381.82051733009274,0.7803659738818759,0.3134534997084133,3,0.43388373911755823,-0.900968867902419,7,-0.4999999999999997,-0.8660254037844388,30,-0.46472317204376806,-0.8854560256532101,0,0,0,1218.28,701.13,75.54,282.68,164.67,6.93,0.0,244.28,48.34,178.97,203.15,245.95999999999998,545.85,516.78,450.4785714285714,440.4233407162012,329.9928571428572,345.6963004948479,-514.16,704.12
2025-07-25,0.0,426.7965672506044,384.9402218192491,357.186935566861,-1.2185285731078934,0.0,4,-0.433883739117558,-0.9009688679024191,7,-0.4999999999999997,-0.8660254037844388,30,-0.46472317204376806,-0.8854560256532101,0,0,0,704.12,1218.28,701.13,75.54,282.68,164.67,6.93,0.0,244.28,48.34,178.97,203.15,245.95999999999998,545.85,449.48857142857145,441.59277275292794,291.00357142857143,350.230231564393,-704.12,-6.93
2025-07-26,740.6700000000001,505.26492543795337,432.3708589100159,381.9277784335152,0.8841261222833929,0.3297244839360201,5,-0.9749279121818236,-0.2225209339563146,7,-0.4999999999999997,-0.8660254037844388,30,-0.46472317204376806,-0.8854560256532101,1,0,0,0.0,704.12,1218.28,701.13,75.54,282.68,164.67,6.93,0.0,244.28,48.34,178.97,203.15,245.95999999999998,531.7742857142857,433.26156379478755,326.34000000000003,369.74892576949065,740.6700000000001,576.0000000000001
2025-07-27,0.0,378.948694078465,374.7214110553471,357.28727659909487,-1.2185285731078934,0.0,6,-0.7818314824680299,0.6234898018587334,7,-0.4999999999999997,-0.8660254037844388,30,-0.46472317204376806,-0.8854560256532101,1,0,0,740.6700000000001,0.0,704.12,1218.28,701.13,75.54,282.68,164.67,6.93,0.0,244.28,48.34,178.97,203.15,491.39142857142855,471.8075168409455,311.8292857142857,378.8301479852514,-740.6700000000001,-282.68
2025-07-28,487.38,406.0565205588488,389.7425562479675,365.68035552818554,0.16507255214330488,0.21696723099455556,0,0.0,1.0,7,-0.4999999999999997,-0.8660254037844388,31,-0.5680647467311556,-0.8229838658936565,0,0,0,0.0,740.6700000000001,0.0,704.12,1218.28,701.13,75.54,282.68,164.67,6.93,0.0,244.28,48.34,178.97,550.2257142857143,435.59678724929176,333.85857142857145,379.4765691329033,487.38,411.84
2025-07-29,842.3299999999999,515.1248904191366,450.0875487482385,396.4319454941091,1.1727241164420301,0.37498052378768926,1,0.7818314824680298,0.6234898018587336,7,-0.4999999999999997,-0.8660254037844388,31,-0.5680647467311556,-0.8229838658936565,0,0,0,487.38,0.0,740.6700000000001,0.0,704.12,1218.28,701.13,75.54,282.68,164.67,6.93,0.0,244.28,48.34,570.3971428571429,446.8728325715004,390.57214285714286,392.62669638021254,354.94999999999993,141.19999999999993
2025-07-30,574.01,529.8461678143524,466.6105422484734,407.8885941719085,0.4110025564120711,0.25553235722266987,2,0.9749279121818236,-0.22252093395631434,7,-0.4999999999999997,-0.8660254037844388,31,-0.5680647467311556,-0.8229838658936565,0,0,0,842.3299999999999,487.38,0.0,740.6700000000001,0.0,704.12,1218.28,701.13,75.54,282.68,164.67,6.93,0.0,244.28,478.35857142857145,346.2020452196748,414.12428571428575,393.0655262991594,-268.31999999999994,-644.27
2025-07-31,407.29,499.2071258607643,458.7011366153436,407.8499751930757,-0.06229134075621588,0.1813135202752935,3,0.43388373911755823,-0.900968867902419,7,-0.4999999999999997,-0.8660254037844388,31,-0.5680647467311556,-0.8229838658936565,0,1,0,574.01,842.3299999999999,487.38,0.0,740.6700000000001,0.0,704.12,1218.28,701.13,75.54,282.68,164.67,6.93,0.0,435.95428571428573,331.82093358000304,443.2164285714286,374.7004391327341,-166.71999999999997,-296.83
2025-08-01,128.14,406.4403443955732,414.6263183999645,389.8041703419095,-0.8547576998884577,0.05704415646855092,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844384,-0.5000000000000004,31,-0.5680647467311556,-0.8229838658936565,0,0,1,407.29,574.01,842.3299999999999,487.38,0.0,740.6700000000001,0.0,704.12,1218.28,701.13,75.54,282.68,164.67,6.93,454.26000000000005,306.3164466147169,451.8742857142857,365.1220383276357,-279.15000000000003,128.14
2025-08-02,149.22,342.1352582966799,379.23880927996925,374.28261096501217,-0.7949146375545595,0.06642835202307765,5,-0.9749279121818236,-0.2225209339563146,8,-0.8660254037844384,-0.5000000000000004,31,-0.5680647467311556,-0.8229838658936565,1,0,0,128.14,407.29,574.01,842.3299999999999,487.38,0.0,740.6700000000001,0.0,704.12,1218.28,701.13,75.54,282.68,164.67,369.76714285714286,295.52890607148663,450.7707142857143,366.0789744653528,21.080000000000013,-591.45
2025-08-03,0.0,256.60144372250994,328.67363470930667,350.135345741463,-1.2185285731078934,0.0,6,-0.7818314824680299,0.6234898018587334,8,-0.8660254037844384,-0.5000000000000004,31,-0.5680647467311556,-0.8229838658936565,1,0,0,149.22,128.14,407.29,574.01,842.3299999999999,487.38,0.0,740.6700000000001,0.0,704.12,1218.28,701.13,75.54,282.68,369.76714285714286,295.52890607148663,430.5792857142857,383.4470816656611,-149.22,0.0
2025-08-04,68.89,209.67358279188247,294.0358167480658,331.99048472588476,-1.0229598556419426,0.030667800367710888,0,0.0,1.0,8,-0.8660254037844384,-0.5000000000000004,32,-0.663122658240795,-0.7485107481711013,0,0,0,0.0,149.22,128.14,407.29,574.01,842.3299999999999,487.38,0.0,740.6700000000001,0.0,704.12,1218.28,701.13,75.54,309.98285714285714,309.75774166888806,430.1042857142857,383.9245442634687,68.89,-418.49
2025-08-05,215.04,211.01518709391183,283.50304118165707,324.4452921629245,-0.6080612047833465,0.09572947874978298,1,0.7818314824680298,0.6234898018587336,8,-0.8660254037844384,-0.5000000000000004,32,-0.663122658240795,-0.7485107481711013,0,0,0,68.89,0.0,149.22,128.14,407.29,574.01,842.3299999999999,487.38,0.0,740.6700000000001,0.0,704.12,1218.28,701.13,220.36999999999998,202.11653717595723,395.38357142857143,379.4829519958631,146.14999999999998,-627.29
2025-08-06,43.89,169.23389032043386,251.55463569076946,306.3449507330584,-1.0939312293775902,0.019538536190141252,2,0.9749279121818236,-0.22252093395631434,8,-0.8660254037844384,-0.5000000000000004,32,-0.663122658240795,-0.7485107481711013,0,0,0,215.04,68.89,0.0,149.22,128.14,407.29,574.01,842.3299999999999,487.38,0.0,740.6700000000001,0.0,704.12,1218.28,144.63857142857142,136.0415154071941,311.4985714285714,306.3394967592742,-171.14999999999998,-530.12
2025-08-07,169.64000000000001,169.3354177403254,240.63268426533352,297.52527649221594,-0.7369452194872826,0.07551873500331653,3,0.43388373911755823,-0.900968867902419,8,-0.8660254037844384,-0.5000000000000004,32,-0.663122658240795,-0.7485107481711013,0,0,0,43.89,215.04,68.89,0.0,149.22,128.14,407.29,574.01,842.3299999999999,487.38,0.0,740.6700000000001,0.0,704.12,110.68857142857144,75.95485993416862,273.32142857142856,286.2943460270095,125.75000000000001,-237.65
2025-08-08,193.62,175.40656330524405,234.36432636328905,290.8217102669117,-0.6688694778000494,0.08619392520244132,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844384,-0.5000000000000004,32,-0.663122658240795,-0.7485107481711013,0,0,0,169.64000000000001,43.89,215.04,68.89,0.0,149.22,128.14,407.29,574.01,842.3299999999999,487.38,0.0,740.6700000000001,0.0,120.04285714285716,82.23482164190736,287.15142857142854,276.587422981683,23.97999999999999,65.48000000000002
2025-08-09,136.37,165.64742247893304,221.29841618151718,280.8570837980787,-0.8313939236546825,0.06070791023580685,5,-0.9749279121818236,-0.2225209339563146,8,-0.8660254037844384,-0.5000000000000004,32,-0.663122658240795,-0.7485107481711013,1,0,0,193.62,169.64000000000001,43.89,215.04,68.89,0.0,149.22,128.14,407.29,574.01,842.3299999999999,487.38,0.0,740.6700000000001,118.20714285714287,81.6160486085691,243.98714285714286,245.80786741582656,-57.25,-12.849999999999994
2025-08-10,896.33,348.3180668591998,311.3026273573149,320.565013875622,1.3260222837110294,0.3990197344112397,6,-0.7818314824680299,0.6234898018587334,8,-0.8660254037844384,-0.5000000000000004,32,-0.663122658240795,-0.7485107481711013,1,0,0,136.37,193.62,169.64000000000001,43.89,215.04,68.89,0.0,149.22,128.14,407.29,574.01,842.3299999999999,487.38,0.0,246.25428571428574,293.4555142241691,308.01071428571424,290.1080474439796,759.96,896.33
2025-08-11,0.0,261.2385501443998,269.7956103763396,299.8834000771948,-1.2185285731078934,0.0,0,0.0,1.0,8,-0.8660254037844384,-0.5000000000000004,33,-0.7485107481711011,-0.6631226582407952,0,0,0,896.33,136.37,193.62,169.64000000000001,43.89,215.04,68.89,0.0,149.22,128.14,407.29,574.01,842.3299999999999,487.38,236.41285714285712,301.44152012810537,273.1978571428571,296.1087376462229,-896.33,-68.89
2025-08-12,1005.98,447.4239126082999,367.9535289928276,345.4380194270532,1.63730272891558,0.4478326870940601,1,0.7818314824680298,0.6234898018587336,8,-0.8660254037844384,-0.5000000000000004,33,-0.7485107481711011,-0.6631226582407952,0,0,0,0.0,896.33,136.37,193.62,169.64000000000001,43.89,215.04,68.89,0.0,149.22,128.14,407.29,574.01,842.3299999999999,349.4042857142857,417.8535006776556,284.88714285714286,322.36986878258523,1005.98,790.94
2025-08-13,704.4200000000001,511.67293445622494,412.8157251271173,368.598147205953,0.7812176303667038,0.31358705087854416,2,0.9749279121818236,-0.22252093395631434,8,-0.8660254037844384,-0.5000000000000004,33,-0.7485107481711011,-0.6631226582407952,0,0,0,1005.98,0.0,896.33,136.37,193.62,169.64000000000001,43.89,215.04,68.89,0.0,149.22,128.14,407.29,574.01,443.7657142857143,411.9016695708311,294.20214285714286,333.0732585663072,-301.55999999999995,660.5300000000001
2025-08-14,884.09,604.7772008421687,475.6522951101683,401.8556860958916,1.2912746991300563,0.3935708466699016,3,0.43388373911755823,-0.900968867902419,8,-0.8660254037844384,-0.5000000000000004,33,-0.7485107481711011,-0.6631226582407952,0,0,0,704.4200000000001,1005.98,0.0,896.33,136.37,193.62,169.64000000000001,43.89,215.04,68.89,0.0,149.22,128.14,407.29,545.83,421.06979880616785,328.25928571428574,368.0647640850576,179.66999999999996,714.45
2025-08-15,99.02,478.3379006316265,425.4346557621459,382.3178998961567,-0.9374251560157402,0.044080789554517816,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844384,-0.5000000000000004,33,-0.7485107481711011,-0.6631226582407952,0,0,0,884.09,704.4200000000001,1005.98,0.0,896.33,136.37,193.62,169.64000000000001,43.89,215.04,68.89,0.0,149.22,128.14,532.3157142857143,435.5279350725639,326.17928571428575,369.3626599441112,-785.07,-94.60000000000001
2025-08-16,162.54,399.38842547371985,390.38203499385975,368.1386805480176,-0.7571010896282067,0.07235802397688675,5,-0.9749279121818236,-0.2225209339563146,8,-0.8660254037844384,-0.5000000000000004,33,-0.7485107481711011,-0.6631226582407952,1,0,0,99.02,884.09,704.4200000000001,1005.98,0.0,896.33,136.37,193.62,169.64000000000001,43.89,215.04,68.89,0.0,149.22,536.0542857142857,431.65779756102876,327.1307142857143,368.88862435208506,63.519999999999996,26.169999999999987
2025-08-17,542.3100000000001,435.11881910528984,410.6390969946784,379.3755398675004,0.3210108545152701,0.2414204502455116,6,-0.7818314824680299,0.6234898018587334,8,-0.8660254037844384,-0.5000000000000004,33,-0.7485107481711011,-0.6631226582407952,1,0,0,162.54,99.02,884.09,704.4200000000001,1005.98,0.0,896.33,136.37,193.62,169.64000000000001,43.89,215.04,68.89,0.0,485.4800000000001,402.1415505764109,365.8671428571429,360.26753856690317,379.7700000000001,-354.02
2025-08-18,725.26,507.6541143289674,452.5885507287213,401.6906663276617,0.8403793675127395,0.32286440549696616,0,0.0,1.0,8,-0.8660254037844384,-0.5000000000000004,34,-0.8229838658936564,-0.5680647467311559,0,0,0,542.3100000000001,162.54,99.02,884.09,704.4200000000001,1005.98,0.0,896.33,136.37,193.62,169.64000000000001,43.89,215.04,68.89,589.0885714285715,345.6798677210159,412.7507142857143,361.35428216351914,182.94999999999993,725.26
2025-08-19,359.89,470.7130857467256,440.2287439648918,398.99384914523193,-0.19685306535900393,0.16021243539462146,1,0.7818314824680298,0.6234898018587336,8,-0.8660254037844384,-0.5000000000000004,34,-0.8229838658936564,-0.5680647467311559,0,0,0,725.26,542.3100000000001,162.54,99.02,884.09,704.4200000000001,1005.98,0.0,896.33,136.37,193.62,169.64000000000001,43.89,215.04,496.79,298.9057163499332,423.09714285714284,357.30895621465874,-365.37,-646.09
2025-08-20,126.03,384.5423143100442,398.3355781029062,381.3832782326363,-0.8607476838317465,0.05610484657196405,2,0.9749279121818236,-0.22252093395631434,8,-0.8660254037844384,-0.5000000000000004,34,-0.8229838658936564,-0.5680647467311559,0,0,0,359.89,725.26,542.3100000000001,162.54,99.02,884.09,704.4200000000001,1005.98,0.0,896.33,136.37,193.62,169.64000000000001,43.89,414.1628571428572,311.61670129152196,428.9642857142858,351.22586153498025,-233.85999999999999,-578.3900000000001
2025-08-21,656.6800000000001,452.57673573253317,432.78150102251874,399.14435705633724,0.645690695081111,0.2923346080050572,3,0.43388373911755823,-0.900968867902419,8,-0.8660254037844384,-0.5000000000000004,34,-0.8229838658936564,-0.5680647467311559,0,0,0,126.03,359.89,725.26,542.3100000000001,162.54,99.02,884.09,704.4200000000001,1005.98,0.0,896.33,136.37,193.62,169.64000000000001,381.67571428571426,262.4325167134811,463.7528571428571,347.66659659968616,530.6500000000001,-227.40999999999997
2025-08-22,1625.22,745.7375517993999,591.7733008861829,478.2460114397994,3.395235267798078,0.723500109066789,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844384,-0.5000000000000004,34,-0.8229838658936564,-0.5680647467311559,0,0,0,656.6800000000001,126.03,359.89,725.26,542.3100000000001,162.54,99.02,884.09,704.4200000000001,1005.98,0.0,896.33,136.37,193.62,599.7042857142858,507.7692860232602,566.01,455.8153850982959,968.54,1526.2
2025-08-23,117.66999999999999,588.72066384955,528.559527434692,454.98304295981234,-0.8844805112089471,0.05238322063098476,5,-0.9749279121818236,-0.2225209339563146,8,-0.8660254037844384,-0.5000000000000004,34,-0.8229838658936564,-0.5680647467311559,1,0,0,1625.22,656.6800000000001,126.03,359.89,725.26,542.3100000000001,162.54,99.02,884.09,704.4200000000001,1005.98,0.0,896.33,136.37,593.2942857142858,514.4470672757028,564.6742857142857,457.1965489592194,-1507.55,-44.870000000000005
2025-08-24,121.89,472.0129978871625,474.33692377673304,433.49316922046967,-0.8725005433223697,0.05426184042415852,6,-0.7818314824680299,0.6234898018587334,8,-0.8660254037844384,-0.5000000000000004,34,-0.8229838658936564,-0.5680647467311559,1,0,0,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,725.26,542.3100000000001,162.54,99.02,884.09,704.4200000000001,1005.98,0.0,896.33,533.2342857142856,545.0239884891045,509.35714285714295,460.818293881465,4.220000000000013,-420.4200000000001
2025-08-25,282.40000000000003,424.6097484153719,448.7453339398353,423.7452228191491,-0.4168359353900173,0.1257161681498266,0,0.0,1.0,8,-0.8660254037844384,-0.5000000000000004,35,-0.8854560256532096,-0.4647231720437691,0,0,0,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,725.26,542.3100000000001,162.54,99.02,884.09,704.4200000000001,1005.98,0.0,469.96857142857147,544.7221000788253,529.5285714285714,442.62885424832723,160.51000000000005,-442.85999999999996
2025-08-26,587.53,465.3398113115289,467.2499560811906,434.3119826372685,0.44938387532830937,0.2615510632898995,1,0.7818314824680298,0.6234898018587336,8,-0.8660254037844384,-0.5000000000000004,35,-0.8854560256532096,-0.4647231720437691,0,0,0,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,725.26,542.3100000000001,162.54,99.02,884.09,704.4200000000001,1005.98,502.48857142857145,543.8494802004373,499.6392857142857,421.6100061114499,305.12999999999994,227.64
2025-08-27,392.36,447.0948584836467,457.2646286036985,431.60540311228345,-0.10467544515114469,0.1746671237084489,2,0.9749279121818236,-0.22252093395631434,8,-0.8660254037844384,-0.5000000000000004,35,-0.8854560256532096,-0.4647231720437691,0,0,0,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,725.26,542.3100000000001,162.54,99.02,884.09,704.4200000000001,540.5357142857143,522.0005896183497,477.3492857142857,418.1859037366827,-195.16999999999996,266.33000000000004
2025-08-28,522.1800000000001,465.86614386273504,465.92001145653876,437.44892549213614,0.2638647043833266,0.23245916672973252,3,0.43388373911755823,-0.900968867902419,8,-0.8660254037844384,-0.5000000000000004,35,-0.8854560256532096,-0.4647231720437691,0,0,0,392.36,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,725.26,542.3100000000001,162.54,99.02,884.09,521.3214285714287,519.4822436948983,451.4985714285714,401.9805777332101,129.82000000000005,-134.5
2025-08-29,512.35,477.48710789705126,472.1106765956669,442.2812528797403,0.23595876023046986,0.22808314005511213,4,-0.433883739117558,-0.9009688679024191,8,-0.8660254037844384,-0.5000000000000004,35,-0.8854560256532096,-0.4647231720437691,0,0,0,522.1800000000001,392.36,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,725.26,542.3100000000001,162.54,99.02,362.34000000000003,193.10341667959543,481.0221428571429,389.0726428747164,-9.830000000000041,-1112.87
2025-08-30,970.44,600.7253309227884,538.5545863829113,476.35601075846677,1.5364098240129833,0.43201132513922713,5,-0.9749279121818236,-0.2225209339563146,8,-0.8660254037844384,-0.5000000000000004,35,-0.8854560256532096,-0.4647231720437691,1,0,0,512.35,522.1800000000001,392.36,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,725.26,542.3100000000001,162.54,484.1642857142857,267.6339795851257,538.7292857142858,398.0128661906507,458.09000000000003,852.7700000000001
2025-08-31,229.76999999999998,507.9864981920913,497.3833081985232,460.44723587082376,-0.5662448713783029,0.10228684120320701,6,-0.7818314824680299,0.6234898018587334,8,-0.8660254037844384,-0.5000000000000004,35,-0.8854560256532096,-0.4647231720437691,1,1,0,970.44,512.35,522.1800000000001,392.36,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,725.26,542.3100000000001,499.5757142857143,245.48553649567927,516.405,406.4717728822016,-740.6700000000001,107.87999999999998
2025-09-01,493.44,504.34987364406845,496.85753377205344,462.57580129851254,0.18227601313682587,0.21966496463119844,0,0.0,1.0,9,-1.0,-1.8369701987210297e-16,36,-0.9350162426854147,-0.3546048870425359,0,0,1,229.76999999999998,970.44,512.35,522.1800000000001,392.36,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,725.26,529.7242857142858,226.60122586143436,499.84642857142853,402.006438919102,263.67,211.03999999999996
2025-09-02,243.81,439.21490523305135,463.11786260244634,448.46187863409244,-0.526387347888363,0.10853703596533013,1,0.7818314824680298,0.6234898018587336,9,-1.0,-1.8369701987210297e-16,36,-0.9350162426854147,-0.3546048870425359,0,0,0,493.44,229.76999999999998,970.44,512.35,522.1800000000001,392.36,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,359.89,480.62142857142857,248.1990254767716,491.555,406.2893703478992,-249.63,-343.71999999999997
2025-09-03,122.46,360.0261789247885,417.6968142554535,427.4294993673768,-0.8708823960011969,0.054515587647407104,2,0.9749279121818236,-0.22252093395631434,9,-1.0,-1.8369701987210297e-16,36,-0.9350162426854147,-0.3546048870425359,0,0,0,243.81,493.44,229.76999999999998,970.44,512.35,522.1800000000001,392.36,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,126.03,442.06428571428575,282.75416111628056,491.3,406.53747722026253,-121.35000000000001,-269.90000000000003
2025-09-04,290.53000000000003,342.6521341935914,400.7412390213931,418.59727360173963,-0.3937560446511847,0.12933540486037226,3,0.43388373911755823,-0.900968867902419,9,-1.0,-1.8369701987210297e-16,36,-0.9350162426854147,-0.3546048870425359,0,0,0,122.46,243.81,493.44,229.76999999999998,970.44,512.35,522.1800000000001,392.36,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,656.6800000000001,408.9714285714286,285.358734895136,465.1464285714286,406.8573066172,168.07000000000005,-231.65000000000003
2025-09-05,76.93,276.2216006451936,357.56640715187405,396.55422369194997,-1.0001354618485583,0.03424697172721729,4,-0.433883739117558,-0.9009688679024191,9,-1.0,-1.8369701987210297e-16,36,-0.9350162426854147,-0.3546048870425359,0,0,0,290.53000000000003,122.46,243.81,493.44,229.76999999999998,970.44,512.35,522.1800000000001,392.36,587.53,282.40000000000003,121.89,117.66999999999999,1625.22,346.7685714285714,305.793410296809,354.55428571428575,245.83294495728936,-213.60000000000002,-435.42
2025-09-06,228.56,264.30620048389517,340.3655528649575,385.71588667956615,-0.5696798858671082,0.10174818481701264,5,-0.9749279121818236,-0.2225209339563146,9,-1.0,-1.8369701987210297e-16,36,-0.9350162426854147,-0.3546048870425359,1,0,0,76.93,290.53000000000003,122.46,243.81,493.44,229.76999999999998,970.44,512.35,522.1800000000001,392.36,587.53,282.40000000000003,121.89,117.66999999999999,240.78571428571428,133.8147426926682,362.47499999999997,239.3134323836228,151.63,-741.8800000000001
