order_id,customer_id,product_id,price,order_purchase_timestamp,order_item_id,product_category_name
ORD-BR-00019,CUST-BR-0051,PROD-BR-006,255.81,2025-08-09 17:16:17,1,moda
ORD-BR-00020,CUST-BR-0049,PROD-BR-007,204.97,2026-01-31 18:00:17,1,alimentos
ORD-BR-00021,CUST-BR-0033,PROD-BR-023,386.23,2026-07-04 09:59:17,1,esportes
ORD-BR-00022,CUST-BR-0069,PROD-BR-017,142.71,2025-10-05 17:46:17,1,utilidades_domesticas
ORD-BR-00023,CUST-BR-0045,PROD-BR-030,356.0,2025-12-17 15:50:17,3,esportes
ORD-BR-00024,CUST-BR-0034,PROD-BR-008,87.63,2026-03-10 13:06:17,3,moda
ORD-BR-00025,CUST-BR-0008,PROD-BR-006,329.23,2025-11-10 07:49:17,3,esportes
ORD-BR-00026,CUST-BR-0073,PROD-BR-019,81.26,2025-12-27 16:52:17,2,esportes
ORD-BR-00027,CUST-BR-0036,PROD-BR-024,180.74,2026-01-09 17:12:17,1,esportes
ORD-BR-00028,CUST-BR-0049,PROD-BR-013,53.13,2025-10-29 16:20:17,2,utilidades_domesticas
ORD-BR-00029,CUST-BR-0077,PROD-BR-003,410.23,2025-11-13 09:02:17,2,eletronicos
ORD-BR-00030,CUST-BR-0062,PROD-BR-019,353.76,2026-03-23 12:58:17,3,utilidades_domesticas
ORD-BR-00031,CUST-BR-0036,PROD-BR-015,133.43,2025-10-15 17:29:17,1,utilidades_domesticas
ORD-BR-00032,CUST-BR-0011,PROD-BR-025,103.03,2025-08-16 13:36:17,2,alimentos
ORD-BR-00033,CUST-BR-0047,PROD-BR-030,91.9,2026-03-31 11:30:17,2,alimentos
ORD-BR-00034,CUST-BR-0040,PROD-BR-011,202.96,2026-05-19 08:27:17,3,alimentos
ORD-BR-00035,CUST-BR-0047,PROD-BR-023,297.68,2025-11-01 15:51:17,2,eletronicos
ORD-BR-00036,CUST-BR-0063,PROD-BR-018,229.89,2025-08-11 17:07:17,1,utilidades_domesticas
ORD-BR-00037,CUST-BR-0012,PROD-BR-039,59.98,2025-09-18 12:21:17,1,eletronicos
ORD-BR-00038,CUST-BR-0024,PROD-BR-035,267.76,2026-02-10 17:53:17,3,eletronicos
ORD-BR-00039,CUST-BR-0048,PROD-BR-011,24.92,2025-12-21 12:19:17,1,moda
ORD-BR-00040,CUST-BR-0038,PROD-BR-025,50.99,2026-06-25 13:11:17,3,alimentos
ORD-BR-00041,CUST-BR-0040,PROD-BR-036,422.95,2025-10-20 14:22:17,1,eletronicos
ORD-BR-00042,CUST-BR-0065,PROD-BR-021,159.23,2026-02-05 15:10:17,1,utilidades_domesticas
ORD-BR-00043,CUST-BR-0036,PROD-BR-015,24.4,2026-01-26 14:33:17,2,utilidades_domesticas
ORD-BR-00044,CUST-BR-0044,PROD-BR-021,256.01,2026-05-08 08:35:17,1,moda
ORD-BR-00045,CUST-BR-0054,PROD-BR-018,137.34,2025-11-03 09:22:17,1,utilidades_domesticas
ORD-BR-00046,CUST-BR-0076,PROD-BR-014,61.87,2026-03-09 17:25:17,3,esportes
ORD-BR-00047,CUST-BR-0019,PROD-BR-021,31.27,2026-02-20 19:40:17,1,eletronicos
ORD-BR-00048,CUST-BR-0025,PROD-BR-032,366.59,2026-01-29 15:04:17,3,moda
ORD-BR-00049,CUST-BR-0077,PROD-BR-030,141.55,2026-06-27 11:54:17,2,eletronicos
ORD-BR-00050,CUST-BR-0080,PROD-BR-017,86.6,2026-01-15 18:58:17,3,eletronicos
ORD-BR-00051,CUST-BR-0035,PROD-BR-016,446.68,2026-01-22 08:00:17,1,esportes
ORD-BR-00052,CUST-BR-0068,PROD-BR-035,403.65,2026-06-01 09:27:17,3,alimentos
ORD-BR-00053,CUST-BR-0026,PROD-BR-038,350.83,2025-08-23 14:10:17,2,moda
ORD-BR-00054,CUST-BR-0071,PROD-BR-038,339.85,2026-03-09 13:05:17,1,moda
ORD-BR-00055,CUST-BR-0075,PROD-BR-024,119.82,2025-11-27 10:43:17,1,eletronicos
ORD-BR-00056,CUST-BR-0072,PROD-BR-009,92.98,2025-08-25 08:32:17,1,esportes
ORD-BR-00057,CUST-BR-0070,PROD-BR-032,100.45,2025-11-22 15:25:17,1,utilidades_domesticas
ORD-BR-00058,CUST-BR-0026,PROD-BR-004,232.82,2025-11-01 20:28:17,3,utilidades_domesticas
ORD-BR-00059,CUST-BR-0002,PROD-BR-010,114.9,2025-12-16 09:38:17,1,eletronicos
ORD-BR-00060,CUST-BR-0078,PROD-BR-028,235.25,2025-08-28 08:22:17,1,esportes
ORD-BR-00061,CUST-BR-0047,PROD-BR-005,101.9,2026-06-14 17:28:17,3,moda
ORD-BR-00062,CUST-BR-0007,PROD-BR-025,72.01,2026-04-30 08:25:17,3,esportes
ORD-BR-00063,CUST-BR-0075,PROD-BR-030,187.95,2025-12-16 09:16:17,3,esportes
ORD-BR-00064,CUST-BR-0041,PROD-BR-017,430.7,2025-10-29 09:11:17,2,esportes
ORD-BR-00065,CUST-BR-0074,PROD-BR-001,25.81,2026-01-17 11:39:17,2,utilidades_domesticas
ORD-BR-00066,CUST-BR-0068,PROD-BR-035,76.05,2026-01-30 09:20:17,1,alimentos
ORD-BR-00067,CUST-BR-0078,PROD-BR-022,274.28,2026-04-10 12:43:17,1,utilidades_domesticas
ORD-BR-00068,CUST-BR-0035,PROD-BR-019,356.37,2026-06-16 17:30:17,2,moda
ORD-BR-00069,CUST-BR-0009,PROD-BR-011,375.8,2026-05-16 08:22:17,1,moda
ORD-BR-00070,CUST-BR-0027,PROD-BR-001,278.62,2026-04-28 13:56:17,2,alimentos
ORD-BR-00071,CUST-BR-0049,PROD-BR-033,194.47,2026-06-16 19:27:17,1,eletronicos
ORD-BR-00072,CUST-BR-0010,PROD-BR-033,392.36,2025-11-25 20:08:17,2,utilidades_domesticas
ORD-BR-00073,CUST-BR-0020,PROD-BR-020,117.95,2025-10-19 13:14:17,3,esportes
ORD-BR-00074,CUST-BR-0077,PROD-BR-039,43.95,2026-04-09 18:31:17,1,eletronicos
ORD-BR-00075,CUST-BR-0012,PROD-BR-010,373.73,2026-01-01 15:04:17,1,alimentos
ORD-BR-00076,CUST-BR-0074,PROD-BR-011,87.01,2025-11-01 19:51:17,3,esportes
ORD-BR-00077,CUST-BR-0013,PROD-BR-034,65.24,2025-09-06 11:17:17,2,utilidades_domesticas
ORD-BR-00078,CUST-BR-0016,PROD-BR-039,38.22,2025-07-19 16:46:17,1,alimentos
ORD-BR-00079,CUST-BR-0055,PROD-BR-032,186.23,2025-12-15 15:13:17,3,utilidades_domesticas
ORD-BR-00080,CUST-BR-0059,PROD-BR-008,385.24,2025-11-04 20:12:17,3,alimentos
ORD-BR-00081,CUST-BR-0015,PROD-BR-020,117.98,2026-01-23 08:12:17,1,eletronicos
ORD-BR-00082,CUST-BR-0076,PROD-BR-004,36.43,2025-10-10 16:16:17,2,eletronicos
ORD-BR-00083,CUST-BR-0042,PROD-BR-037,59.23,2025-07-14 12:37:17,1,utilidades_domesticas
ORD-BR-00084,CUST-BR-0033,PROD-BR-006,58.11,2026-05-11 08:46:17,3,moda
ORD-BR-00085,CUST-BR-0073,PROD-BR-005,441.11,2026-05-12 18:30:17,1,esportes
ORD-BR-00086,CUST-BR-0051,PROD-BR-009,353.86,2026-04-29 15:28:17,2,eletronicos
ORD-BR-00087,CUST-BR-0043,PROD-BR-031,238.69,2026-04-07 09:31:17,3,esportes
ORD-BR-00088,CUST-BR-0063,PROD-BR-011,293.21,2026-05-20 18:10:17,2,alimentos
ORD-BR-00089,CUST-BR-0012,PROD-BR-034,222.88,2025-10-10 10:46:17,1,esportes
ORD-BR-00090,CUST-BR-0028,PROD-BR-028,174.38,2025-12-10 14:56:17,2,eletronicos
ORD-BR-00091,CUST-BR-0031,PROD-BR-035,313.3,2026-04-06 12:08:17,1,eletronicos
ORD-BR-00092,CUST-BR-0054,PROD-BR-020,224.2,2025-10-28 18:38:17,3,moda
ORD-BR-00093,CUST-BR-0043,PROD-BR-024,384.12,2026-04-18 12:10:17,2,moda
ORD-BR-00094,CUST-BR-0045,PROD-BR-034,290.32,2026-03-06 10:30:17,2,moda
ORD-BR-00095,CUST-BR-0059,PROD-BR-008,103.05,2025-08-07 10:53:17,2,eletronicos
ORD-BR-00096,CUST-BR-0074,PROD-BR-015,282.26,2026-03-21 14:33:17,1,utilidades_domesticas
ORD-BR-00097,CUST-BR-0059,PROD-BR-022,51.75,2026-02-28 09:19:17,2,utilidades_domesticas
ORD-BR-00098,CUST-BR-0077,PROD-BR-038,363.38,2026-06-17 16:51:17,3,esportes
ORD-BR-00099,CUST-BR-0063,PROD-BR-015,360.87,2025-12-07 15:09:17,3,esportes
ORD-BR-00100,CUST-BR-0058,PROD-BR-015,56.35,2026-06-21 08:57:17,2,utilidades_domesticas
ORD-BR-00101,CUST-BR-0014,PROD-BR-005,260.75,2026-01-17 15:52:17,1,utilidades_domesticas
ORD-BR-00102,CUST-BR-0055,PROD-BR-015,347.31,2026-02-05 14:10:17,2,utilidades_domesticas
ORD-BR-00103,CUST-BR-0040,PROD-BR-003,275.82,2026-06-11 18:13:17,1,alimentos
ORD-BR-00104,CUST-BR-0063,PROD-BR-005,53.15,2026-06-15 17:50:17,1,esportes
ORD-BR-00105,CUST-BR-0034,PROD-BR-016,351.83,2026-01-05 16:25:17,1,alimentos
ORD-BR-00106,CUST-BR-0060,PROD-BR-032,346.7,2026-03-13 17:02:17,3,eletronicos
ORD-BR-00107,CUST-BR-0030,PROD-BR-035,151.78,2026-02-27 11:29:17,1,eletronicos
ORD-BR-00108,CUST-BR-0007,PROD-BR-037,205.49,2025-09-07 19:51:17,3,esportes
ORD-BR-00109,CUST-BR-0059,PROD-BR-031,255.55,2026-04-06 11:50:17,3,eletronicos
ORD-BR-00110,CUST-BR-0050,PROD-BR-031,178.72,2026-06-17 12:29:17,2,moda
ORD-BR-00111,CUST-BR-0058,PROD-BR-013,428.77,2026-03-06 19:43:17,2,utilidades_domesticas
ORD-BR-00112,CUST-BR-0071,PROD-BR-007,68.04,2025-08-24 11:33:17,2,moda
ORD-BR-00113,CUST-BR-0055,PROD-BR-023,20.35,2026-01-02 14:44:17,1,moda
ORD-BR-00114,CUST-BR-0035,PROD-BR-027,214.47,2025-12-24 17:31:17,1,moda
ORD-BR-00115,CUST-BR-0025,PROD-BR-004,414.52,2025-11-03 12:43:17,3,utilidades_domesticas
ORD-BR-00116,CUST-BR-0032,PROD-BR-004,397.45,2026-04-22 14:49:17,3,moda
ORD-BR-00117,CUST-BR-0067,PROD-BR-022,61.29,2026-03-18 11:28:17,2,utilidades_domesticas
ORD-BR-00118,CUST-BR-0011,PROD-BR-016,54.34,2026-07-10 08:22:17,2,eletronicos
ORD-BR-00119,CUST-BR-0003,PROD-BR-013,119.76,2026-03-16 19:33:17,2,esportes
ORD-BR-00120,CUST-BR-0065,PROD-BR-029,411.13,2025-09-02 19:28:17,1,eletronicos
ORD-BR-00121,CUST-BR-0003,PROD-BR-028,17.36,2025-10-25 16:36:17,1,eletronicos
ORD-BR-00122,CUST-BR-0079,PROD-BR-018,118.77,2025-07-30 18:18:17,3,moda
ORD-BR-00123,CUST-BR-0005,PROD-BR-016,363.42,2025-10-24 18:57:17,3,utilidades_domesticas
ORD-BR-00124,CUST-BR-0068,PROD-BR-029,379.52,2026-06-14 09:28:17,3,esportes
ORD-BR-00125,CUST-BR-0017,PROD-BR-007,69.34,2025-12-21 08:09:17,3,utilidades_domesticas
ORD-BR-00126,CUST-BR-0044,PROD-BR-035,385.24,2026-01-11 15:26:17,2,utilidades_domesticas
ORD-BR-00127,CUST-BR-0059,PROD-BR-006,98.97,2025-12-22 10:30:17,1,eletronicos
ORD-BR-00128,CUST-BR-0042,PROD-BR-011,281.02,2025-10-18 09:24:17,3,moda
ORD-BR-00129,CUST-BR-0050,PROD-BR-032,33.42,2026-01-13 07:47:17,1,moda
ORD-BR-00130,CUST-BR-0033,PROD-BR-014,54.9,2026-05-29 13:24:17,1,moda
ORD-BR-00131,CUST-BR-0079,PROD-BR-004,214.47,2026-04-18 10:05:17,2,eletronicos
ORD-BR-00132,CUST-BR-0070,PROD-BR-025,78.13,2026-04-23 11:20:17,2,utilidades_domesticas
ORD-BR-00133,CUST-BR-0025,PROD-BR-025,266.44,2025-10-10 20:14:17,2,alimentos
ORD-BR-00134,CUST-BR-0036,PROD-BR-030,79.57,2026-03-23 11:21:17,3,alimentos
ORD-BR-00135,CUST-BR-0033,PROD-BR-028,221.26,2025-12-27 14:23:17,1,esportes
ORD-BR-00136,CUST-BR-0076,PROD-BR-032,147.55,2025-08-24 19:50:17,1,eletronicos
ORD-BR-00137,CUST-BR-0049,PROD-BR-013,291.06,2026-02-20 13:29:17,3,alimentos
ORD-BR-00138,CUST-BR-0068,PROD-BR-014,270.91,2025-12-08 09:07:17,1,utilidades_domesticas
ORD-BR-00139,CUST-BR-0003,PROD-BR-038,197.0,2026-02-15 12:37:17,2,esportes
ORD-BR-00140,CUST-BR-0008,PROD-BR-004,261.11,2025-12-31 08:56:17,2,alimentos
ORD-BR-00141,CUST-BR-0052,PROD-BR-004,298.81,2026-02-11 17:15:17,2,utilidades_domesticas
ORD-BR-00142,CUST-BR-0028,PROD-BR-038,202.67,2025-11-04 11:29:17,2,moda
ORD-BR-00143,CUST-BR-0029,PROD-BR-033,238.04,2026-01-20 16:14:17,3,esportes
ORD-BR-00144,CUST-BR-0011,PROD-BR-011,234.08,2026-04-06 15:35:17,3,utilidades_domesticas
ORD-BR-00145,CUST-BR-0064,PROD-BR-033,151.79,2026-04-04 13:58:17,2,utilidades_domesticas
ORD-BR-00146,CUST-BR-0004,PROD-BR-012,46.35,2026-05-12 12:12:17,1,utilidades_domesticas
ORD-BR-00147,CUST-BR-0005,PROD-BR-039,137.07,2026-05-24 18:31:17,2,utilidades_domesticas
ORD-BR-00148,CUST-BR-0059,PROD-BR-016,338.07,2025-11-10 13:53:17,1,moda
ORD-BR-00149,CUST-BR-0067,PROD-BR-008,387.6,2026-06-05 08:08:17,2,esportes
ORD-BR-00150,CUST-BR-0020,PROD-BR-016,67.06,2025-11-24 16:52:17,2,esportes
ORD-BR-00151,CUST-BR-0077,PROD-BR-039,448.03,2026-01-13 12:12:17,2,utilidades_domesticas
ORD-BR-00152,CUST-BR-0062,PROD-BR-040,321.85,2026-04-19 13:01:17,3,utilidades_domesticas
ORD-BR-00153,CUST-BR-0052,PROD-BR-027,19.67,2026-04-12 13:37:17,3,esportes
ORD-BR-00154,CUST-BR-0038,PROD-BR-037,87.17,2025-09-26 17:13:17,1,esportes
ORD-BR-00155,CUST-BR-0080,PROD-BR-021,256.85,2025-12-11 18:37:17,1,alimentos
ORD-BR-00156,CUST-BR-0053,PROD-BR-014,209.99,2026-05-13 18:41:17,1,alimentos
ORD-BR-00157,CUST-BR-0007,PROD-BR-016,343.57,2026-05-14 13:02:17,1,alimentos
ORD-BR-00158,CUST-BR-0074,PROD-BR-026,93.7,2025-12-16 14:10:17,1,eletronicos
ORD-BR-00159,CUST-BR-0004,PROD-BR-020,116.29,2025-10-08 19:38:17,1,moda
ORD-BR-00160,CUST-BR-0080,PROD-BR-021,229.58,2025-10-26 10:11:17,2,utilidades_domesticas
ORD-BR-00161,CUST-BR-0020,PROD-BR-001,381.96,2025-07-17 08:58:17,3,moda
ORD-BR-00162,CUST-BR-0033,PROD-BR-040,346.86,2026-03-01 15:21:17,3,esportes
ORD-BR-00163,CUST-BR-0030,PROD-BR-007,249.69,2026-02-20 08:25:17,3,utilidades_domesticas
ORD-BR-00164,CUST-BR-0027,PROD-BR-035,349.35,2025-11-12 20:32:17,2,eletronicos
ORD-BR-00165,CUST-BR-0041,PROD-BR-033,410.66,2026-03-19 19:04:17,1,alimentos
ORD-BR-00166,CUST-BR-0031,PROD-BR-009,231.99,2026-02-10 09:33:17,2,alimentos
ORD-BR-00167,CUST-BR-0009,PROD-BR-005,188.37,2026-05-16 14:13:17,3,eletronicos
ORD-BR-00168,CUST-BR-0032,PROD-BR-024,162.4,2026-06-10 16:20:17,1,alimentos
ORD-BR-00169,CUST-BR-0002,PROD-BR-011,418.45,2025-11-04 09:58:17,3,moda
ORD-BR-00170,CUST-BR-0012,PROD-BR-035,18.18,2025-12-22 13:01:17,2,alimentos
ORD-BR-00171,CUST-BR-0057,PROD-BR-040,290.69,2025-12-10 10:53:17,3,esportes
ORD-BR-00172,CUST-BR-0071,PROD-BR-001,346.22,2026-07-04 18:19:17,2,esportes
ORD-BR-00173,CUST-BR-0058,PROD-BR-020,434.0,2026-03-05 19:13:17,2,utilidades_domesticas
ORD-BR-00174,CUST-BR-0006,PROD-BR-009,333.6,2026-04-22 13:34:17,1,alimentos
ORD-BR-00175,CUST-BR-0045,PROD-BR-008,299.53,2026-05-02 13:21:17,2,utilidades_domesticas
ORD-BR-00176,CUST-BR-0013,PROD-BR-036,334.18,2026-06-30 09:41:17,1,eletronicos
ORD-BR-00177,CUST-BR-0028,PROD-BR-018,68.88,2026-06-30 17:20:17,1,alimentos
ORD-BR-00178,CUST-BR-0078,PROD-BR-039,443.71,2025-07-26 14:28:17,2,eletronicos
ORD-BR-00179,CUST-BR-0079,PROD-BR-022,194.04,2026-05-20 14:02:17,1,eletronicos
ORD-BR-00180,CUST-BR-0018,PROD-BR-017,363.9,2026-04-26 15:48:17,2,esportes
ORD-BR-00181,CUST-BR-0066,PROD-BR-032,31.08,2025-10-16 20:09:17,1,alimentos
ORD-BR-00182,CUST-BR-0030,PROD-BR-004,308.76,2025-11-24 19:45:17,1,utilidades_domesticas
ORD-BR-00183,CUST-BR-0062,PROD-BR-028,391.47,2026-04-15 17:21:17,3,alimentos
ORD-BR-00184,CUST-BR-0031,PROD-BR-003,117.02,2026-04-07 13:30:17,1,utilidades_domesticas
ORD-BR-00185,CUST-BR-0069,PROD-BR-022,16.96,2025-08-18 15:56:17,3,eletronicos
ORD-BR-00186,CUST-BR-0043,PROD-BR-017,189.59,2026-01-15 11:22:17,1,eletronicos
ORD-BR-00187,CUST-BR-0054,PROD-BR-029,118.38,2026-03-23 19:19:17,2,esportes
ORD-BR-00188,CUST-BR-0063,PROD-BR-028,145.04,2026-05-18 14:03:17,3,esportes
ORD-BR-00189,CUST-BR-0032,PROD-BR-001,134.55,2026-03-27 15:09:17,2,utilidades_domesticas
ORD-BR-00190,CUST-BR-0055,PROD-BR-005,163.74,2026-05-30 18:54:17,1,eletronicos
ORD-BR-00191,CUST-BR-0065,PROD-BR-035,449.45,2025-12-22 17:08:17,2,utilidades_domesticas
ORD-BR-00192,CUST-BR-0043,PROD-BR-024,265.07,2025-10-27 18:07:17,1,esportes
ORD-BR-00193,CUST-BR-0057,PROD-BR-036,273.92,2025-09-17 20:33:17,1,eletronicos
ORD-BR-00194,CUST-BR-0018,PROD-BR-028,73.45,2025-12-01 14:37:17,2,eletronicos
ORD-BR-00195,CUST-BR-0006,PROD-BR-003,102.86,2025-08-18 11:47:17,2,alimentos
ORD-BR-00196,CUST-BR-0078,PROD-BR-024,164.33,2025-07-18 11:09:17,2,utilidades_domesticas
ORD-BR-00197,CUST-BR-0077,PROD-BR-023,342.1,2025-12-22 13:35:17,2,eletronicos
ORD-BR-00198,CUST-BR-0028,PROD-BR-016,117.27,2026-01-24 19:59:17,3,utilidades_domesticas
ORD-BR-00199,CUST-BR-0073,PROD-BR-023,245.35,2026-02-01 12:35:17,3,esportes
ORD-BR-00200,CUST-BR-0050,PROD-BR-027,145.23,2026-04-08 10:17:17,2,esportes
ORD-BR-00201,CUST-BR-0026,PROD-BR-010,82.62,2026-05-19 11:00:17,2,eletronicos
ORD-BR-00202,CUST-BR-0005,PROD-BR-011,359.51,2026-05-26 07:59:17,2,eletronicos
ORD-BR-00203,CUST-BR-0036,PROD-BR-027,222.17,2026-02-09 18:20:17,3,utilidades_domesticas
ORD-BR-00204,CUST-BR-0021,PROD-BR-012,407.61,2026-07-09 15:22:17,3,alimentos
ORD-BR-00205,CUST-BR-0015,PROD-BR-027,259.54,2025-10-17 18:10:17,1,eletronicos
ORD-BR-00206,CUST-BR-0026,PROD-BR-018,238.04,2025-08-18 13:21:17,3,eletronicos
ORD-BR-00207,CUST-BR-0003,PROD-BR-007,432.5,2026-06-17 12:51:17,3,moda
ORD-BR-00208,CUST-BR-0005,PROD-BR-003,43.51,2025-08-18 10:45:17,1,moda
ORD-BR-00209,CUST-BR-0042,PROD-BR-015,150.97,2026-07-05 12:58:17,1,eletronicos
ORD-BR-00210,CUST-BR-0051,PROD-BR-030,41.33,2025-07-30 18:49:17,2,alimentos
ORD-BR-00211,CUST-BR-0017,PROD-BR-020,146.4,2026-06-03 17:09:17,2,eletronicos
ORD-BR-00212,CUST-BR-0013,PROD-BR-015,63.75,2025-12-02 10:07:17,1,utilidades_domesticas
ORD-BR-00213,CUST-BR-0001,PROD-BR-013,236.05,2025-12-09 18:52:17,1,moda
ORD-BR-00214,CUST-BR-0033,PROD-BR-022,354.55,2026-01-06 08:02:17,2,alimentos
ORD-BR-00215,CUST-BR-0021,PROD-BR-005,155.28,2025-12-29 18:14:17,2,alimentos
ORD-BR-00216,CUST-BR-0070,PROD-BR-023,114.29,2025-10-08 19:11:17,3,esportes
ORD-BR-00217,CUST-BR-0075,PROD-BR-026,36.13,2026-04-08 11:57:17,2,esportes
ORD-BR-00218,CUST-BR-0016,PROD-BR-022,35.61,2025-12-26 19:24:17,1,utilidades_domesticas
ORD-BR-00219,CUST-BR-0074,PROD-BR-008,19.03,2025-11-05 08:44:17,3,alimentos
ORD-BR-00220,CUST-BR-0013,PROD-BR-012,284.76,2025-09-18 17:44:17,1,esportes
ORD-BR-00221,CUST-BR-0046,PROD-BR-017,271.73,2026-01-01 10:48:17,3,utilidades_domesticas
ORD-BR-00222,CUST-BR-0023,PROD-BR-007,284.32,2026-05-17 13:43:17,3,esportes
ORD-BR-00223,CUST-BR-0062,PROD-BR-028,387.14,2025-12-25 10:35:17,1,alimentos
ORD-BR-00224,CUST-BR-0045,PROD-BR-021,277.49,2025-10-12 11:37:17,2,moda
ORD-BR-00225,CUST-BR-0029,PROD-BR-039,368.72,2026-06-08 19:47:17,1,esportes
ORD-BR-00226,CUST-BR-0010,PROD-BR-008,109.11,2025-11-04 15:30:17,2,moda
ORD-BR-00227,CUST-BR-0026,PROD-BR-037,48.98,2026-01-15 13:20:17,3,eletronicos
ORD-BR-00228,CUST-BR-0031,PROD-BR-017,86.99,2025-07-22 17:03:17,1,utilidades_domesticas
ORD-BR-00229,CUST-BR-0057,PROD-BR-028,336.28,2026-03-08 17:32:17,3,utilidades_domesticas
ORD-BR-00230,CUST-BR-0012,PROD-BR-034,69.82,2025-11-04 09:35:17,2,esportes
ORD-BR-00231,CUST-BR-0056,PROD-BR-013,90.23,2026-04-20 09:22:17,3,alimentos
ORD-BR-00232,CUST-BR-0022,PROD-BR-028,22.21,2026-01-12 09:41:17,1,utilidades_domesticas
ORD-BR-00233,CUST-BR-0047,PROD-BR-022,70.21,2026-01-29 20:17:17,2,esportes
ORD-BR-00234,CUST-BR-0034,PROD-BR-021,285.48,2026-06-03 09:34:17,2,utilidades_domesticas
ORD-BR-00235,CUST-BR-0005,PROD-BR-020,273.64,2025-09-16 11:25:17,1,esportes
ORD-BR-00236,CUST-BR-0079,PROD-BR-020,22.9,2025-10-27 12:22:17,3,moda
ORD-BR-00237,CUST-BR-0019,PROD-BR-021,395.14,2025-07-30 14:52:17,3,moda
ORD-BR-00238,CUST-BR-0015,PROD-BR-019,187.33,2025-10-12 16:19:17,2,esportes
ORD-BR-00239,CUST-BR-0059,PROD-BR-009,261.62,2026-04-11 16:14:17,1,eletronicos
ORD-BR-00240,CUST-BR-0012,PROD-BR-027,238.84,2026-04-14 17:41:17,2,moda
ORD-BR-00241,CUST-BR-0064,PROD-BR-012,241.3,2026-06-20 07:45:17,2,esportes
ORD-BR-00242,CUST-BR-0062,PROD-BR-037,186.83,2025-12-07 19:48:17,3,alimentos
ORD-BR-00243,CUST-BR-0012,PROD-BR-026,433.27,2025-09-08 16:10:17,1,esportes
ORD-BR-00244,CUST-BR-0074,PROD-BR-001,411.97,2025-09-14 15:54:17,3,alimentos
ORD-BR-00245,CUST-BR-0038,PROD-BR-019,334.07,2025-10-08 10:03:17,2,eletronicos
ORD-BR-00246,CUST-BR-0034,PROD-BR-028,337.65,2026-05-27 16:05:17,2,esportes
ORD-BR-00247,CUST-BR-0063,PROD-BR-039,262.92,2026-03-06 17:14:17,2,alimentos
ORD-BR-00248,CUST-BR-0056,PROD-BR-030,362.17,2025-08-19 18:36:17,3,moda
ORD-BR-00249,CUST-BR-0017,PROD-BR-029,338.47,2026-01-11 08:43:17,2,eletronicos
ORD-BR-00250,CUST-BR-0080,PROD-BR-033,327.9,2025-07-20 10:40:17,2,moda
ORD-BR-00251,CUST-BR-0032,PROD-BR-011,153.82,2026-06-15 19:20:17,2,utilidades_domesticas
ORD-BR-00252,CUST-BR-0031,PROD-BR-019,276.77,2026-02-18 15:17:17,2,esportes
ORD-BR-00253,CUST-BR-0038,PROD-BR-040,100.58,2026-02-06 20:12:17,2,alimentos
ORD-BR-00254,CUST-BR-0062,PROD-BR-006,85.85,2025-11-26 12:06:17,1,eletronicos
ORD-BR-00255,CUST-BR-0028,PROD-BR-020,430.38,2025-11-01 15:45:17,3,eletronicos
ORD-BR-00256,CUST-BR-0038,PROD-BR-013,398.25,2025-10-08 09:48:17,3,eletronicos
ORD-BR-00257,CUST-BR-0017,PROD-BR-002,95.81,2025-11-14 11:11:17,2,utilidades_domesticas
ORD-BR-00258,CUST-BR-0037,PROD-BR-016,34.65,2026-01-18 08:10:17,1,moda
