Store_Type,Transaction_ID,Customer_ID,Product_ID,Source_Price,Source_Currency,Item_Price_USD,Quantity,Line_Total_USD,Transaction_Date,Transaction_Time,Category,Country
,ORD-BR-00196,CUST-BR-0078,PROD-BR-024,164.33,BRL,32.87,2,65.74,2025-07-19,10:47,utilidades_domesticas,Brazil
,INV-500118,CUST-UK-15533,SC00024,5.51,GBP,24.02,9,216.18,2025-07-19,08:47,Product Y-24,United Kingdom
,INV-500487,CUST-UK-14866,SC00037,22.1,GBP,22.82,8,182.56,2025-07-20,15:45,Product L-37,United Kingdom
,INV-500572,CUST-UK-13017,SC00027,18.67,GBP,5.3,14,74.2,2025-07-20,16:32,Product B-27,Germany
,ORD-BR-00078,CUST-BR-0016,PROD-BR-039,38.22,BRL,7.64,1,7.64,2025-07-20,16:24,alimentos,Brazil
,ORD-BR-00311,CUST-BR-0062,PROD-BR-006,346.73,BRL,69.35,1,69.35,2025-07-20,17:19,moda,Brazil
,INV-500122,CUST-UK-11920,SC00018,12.06,GBP,7.0,23,161.0,2025-07-20,10:13,Product S-18,Germany
,INV-500553,CUST-UK-16264,SC00040,12.17,GBP,30.57,16,489.12,2025-07-20,16:44,Product O-40,France
,INV-500309,CUST-UK-17968,SC00013,20.76,GBP,22.76,12,273.12,2025-07-21,16:37,Product N-13,Germany
,ORD-BR-00250,CUST-BR-0080,PROD-BR-033,327.9,BRL,65.58,2,131.16,2025-07-21,10:18,moda,Brazil
,INV-500407,CUST-UK-15779,SC00006,20.12,GBP,25.39,15,380.85,2025-07-22,12:21,Product G-6,Spain
,INV-500444,CUST-UK-16059,SC00014,13.03,GBP,18.49,5,92.45,2025-07-22,08:46,Product O-14,France
,INV-500592,CUST-UK-12319,SC00023,0.84,GBP,4.51,19,85.69,2025-07-22,15:51,Product X-23,France
,INV-500004,CUST-UK-10298,SC00023,19.47,GBP,24.73,20,494.6,2025-07-23,09:52,Product X-23,France
,INV-500401,CUST-UK-13986,SC00024,15.76,GBP,21.83,23,502.09,2025-07-23,14:04,Product Y-24,Spain
,ORD-BR-00228,CUST-BR-0031,PROD-BR-017,86.99,BRL,17.4,1,17.4,2025-07-23,16:41,utilidades_domesticas,Brazil
,INV-500574,CUST-UK-17638,SC00048,0.95,GBP,30.48,21,640.08,2025-07-24,13:48,Product W-48,United Kingdom
,INV-500090,CUST-UK-16814,SC00001,10.65,GBP,28.5,3,85.5,2025-07-25,14:25,Product B-1,France
,ORD-BR-00292,CUST-BR-0024,PROD-BR-027,341.08,BRL,68.22,3,204.66,2025-07-27,19:47,utilidades_domesticas,Brazil
,ORD-BR-00178,CUST-BR-0078,PROD-BR-039,443.71,BRL,88.74,2,177.48,2025-07-27,14:06,eletronicos,Brazil
,INV-500544,CUST-UK-16779,SC00049,20.25,GBP,28.91,3,86.73,2025-07-27,13:08,Product X-49,Germany
,INV-500081,CUST-UK-12116,SC00011,3.15,GBP,23.88,15,358.2,2025-07-27,13:50,Product L-11,France
,INV-500095,CUST-UK-17758,SC00041,24.21,GBP,13.87,17,235.79,2025-07-28,13:47,Product P-41,France
,ORD-BR-00335,CUST-BR-0032,PROD-BR-038,335.94,BRL,67.19,2,134.38,2025-07-28,08:45,utilidades_domesticas,Brazil
,INV-500518,CUST-UK-17044,SC00032,13.73,GBP,14.72,18,264.96,2025-07-28,11:54,Product G-32,Spain
,INV-500504,CUST-UK-13328,SC00047,5.24,GBP,3.94,18,70.92,2025-07-29,13:32,Product V-47,France
,ORD-BR-00398,CUST-BR-0061,PROD-BR-004,66.11,BRL,13.22,3,39.66,2025-07-29,12:16,esportes,Brazil
,INV-500387,CUST-UK-14880,SC00009,20.5,GBP,11.11,13,144.43,2025-07-30,09:13,Product J-9,United Kingdom
,INV-500306,CUST-UK-11871,SC00020,10.96,GBP,5.92,17,100.64,2025-07-30,10:25,Product U-20,Germany
,INV-500145,CUST-UK-16446,SC00048,14.12,GBP,23.91,10,239.1,2025-07-30,11:05,Product W-48,United Kingdom
,INV-500096,CUST-UK-11813,SC00007,4.66,GBP,13.89,4,55.56,2025-07-30,15:31,Product H-7,Germany
,ORD-BR-00237,CUST-BR-0019,PROD-BR-021,395.14,BRL,79.03,3,237.09,2025-07-31,14:30,moda,Brazil
,ORD-BR-00122,CUST-BR-0079,PROD-BR-018,118.77,BRL,23.75,3,71.25,2025-07-31,17:56,moda,Brazil
,ORD-BR-00210,CUST-BR-0051,PROD-BR-030,41.33,BRL,8.27,2,16.54,2025-07-31,18:27,alimentos,Brazil
,INV-500169,CUST-UK-10955,SC00047,6.2,GBP,17.82,21,374.22,2025-07-31,17:15,Product V-47,United Kingdom
,INV-500098,CUST-UK-11445,SC00040,15.15,GBP,13.5,18,243.0,2025-07-31,10:06,Product O-40,France
,INV-500432,CUST-UK-13867,SC00024,1.66,GBP,8.32,11,91.52,2025-07-31,15:05,Product Y-24,France
,INV-500321,CUST-UK-14440,SC00029,4.28,GBP,3.63,7,25.41,2025-08-01,14:25,Product D-29,France
,INV-500510,CUST-UK-10663,SC00018,9.48,GBP,2.87,6,17.22,2025-08-01,13:33,Product S-18,Spain
,ORD-BR-00494,CUST-BR-0066,PROD-BR-036,28.44,BRL,5.69,3,17.07,2025-08-02,12:41,eletronicos,Brazil
,INV-500080,CUST-UK-12781,SC00034,15.52,GBP,11.29,13,146.77,2025-08-02,13:36,Product I-34,France
,INV-500268,CUST-UK-11171,SC00023,22.89,GBP,12.0,1,12.0,2025-08-03,09:55,Product X-23,United Kingdom
,INV-500117,CUST-UK-16882,SC00029,10.8,GBP,14.9,4,59.6,2025-08-03,14:46,Product D-29,Germany
,INV-500430,CUST-UK-12802,SC00039,15.57,GBP,17.26,9,155.34,2025-08-04,14:09,Product N-39,Germany
,INV-500000,CUST-UK-10465,SC00019,20.39,GBP,25.9,5,129.5,2025-08-04,13:39,Product T-19,France
,ORD-BR-00006,CUST-BR-0023,PROD-BR-028,344.77,BRL,68.95,2,137.9,2025-08-05,19:09,utilidades_domesticas,Brazil
,ORD-BR-00305,CUST-BR-0079,PROD-BR-022,188.86,BRL,37.77,2,75.54,2025-08-05,12:03,moda,Brazil
,INV-500205,CUST-UK-14655,SC00020,12.07,GBP,23.8,8,190.4,2025-08-06,16:31,Product U-20,France
,INV-500131,CUST-UK-10553,SC00015,7.56,GBP,31.32,17,532.44,2025-08-06,08:44,Product P-15,France
,ORD-BR-00371,CUST-BR-0008,PROD-BR-032,87.24,BRL,17.45,2,34.9,2025-08-07,11:52,esportes,Brazil
,INV-500135,CUST-UK-11201,SC00009,1.77,GBP,9.6,10,96.0,2025-08-07,10:31,Product J-9,France
,INV-500551,CUST-UK-10262,SC00021,19.44,GBP,9.36,17,159.12,2025-08-07,14:47,Product V-21,France
,ORD-BR-00469,CUST-BR-0059,PROD-BR-021,343.24,BRL,68.65,3,205.95,2025-08-08,11:19,alimentos,Brazil
,ORD-BR-00095,CUST-BR-0059,PROD-BR-008,103.05,BRL,20.61,2,41.22,2025-08-08,10:31,eletronicos,Brazil
,INV-500190,CUST-UK-10413,SC00008,16.82,GBP,11.04,15,165.6,2025-08-09,14:32,Product I-8,France
,INV-500582,CUST-UK-10669,SC00035,13.05,GBP,14.48,7,101.36,2025-08-09,14:55,Product J-35,France
,INV-500250,CUST-UK-14296,SC00050,13.46,GBP,14.06,7,98.42,2025-08-09,15:03,Product Y-50,Germany
,ORD-BR-00355,CUST-BR-0069,PROD-BR-038,154.37,BRL,30.87,2,61.74,2025-08-10,08:59,alimentos,Brazil
,ORD-BR-00019,CUST-BR-0051,PROD-BR-006,255.81,BRL,51.16,1,51.16,2025-08-10,16:54,moda,Brazil
,INV-500327,CUST-UK-15564,SC00030,20.29,GBP,9.6,7,67.2,2025-08-11,17:03,Product E-30,France
,INV-500187,CUST-UK-10995,SC00010,22.88,GBP,24.0,21,504.0,2025-08-11,16:43,Product K-10,Spain
,ORD-BR-00394,CUST-BR-0080,PROD-BR-024,290.89,BRL,58.18,3,174.54,2025-08-11,14:59,eletronicos,Brazil
,INV-500228,CUST-UK-13806,SC00012,3.81,GBP,22.36,13,290.68,2025-08-11,14:13,Product M-12,Germany
,ORD-BR-00036,CUST-BR-0063,PROD-BR-018,229.89,BRL,45.98,1,45.98,2025-08-12,16:45,utilidades_domesticas,Brazil
,INV-500564,CUST-UK-11562,SC00047,2.1,GBP,21.93,15,328.95,2025-08-12,14:40,Product V-47,United Kingdom
,INV-500197,CUST-UK-16583,SC00001,18.06,GBP,27.42,6,164.52,2025-08-13,10:28,Product B-1,Germany
,INV-500137,CUST-UK-12932,SC00043,11.82,GBP,7.94,2,15.88,2025-08-14,10:22,Product R-43,United Kingdom
,INV-500003,CUST-UK-10570,SC00035,2.31,GBP,2.93,10,29.3,2025-08-14,09:28,Product J-35,Spain
,ORD-BR-00001,CUST-BR-0036,PROD-BR-008,388.49,BRL,77.7,1,77.7,2025-08-14,17:59,utilidades_domesticas,Brazil
,INV-500231,CUST-UK-10601,SC00005,24.72,GBP,5.66,18,101.88,2025-08-14,14:24,Product F-5,Spain
,INV-500123,CUST-UK-12597,SC00008,11.06,GBP,9.73,3,29.19,2025-08-16,13:13,Product I-8,Spain
,INV-500134,CUST-UK-10224,SC00018,12.48,GBP,18.3,11,201.3,2025-08-16,14:33,Product S-18,Germany
,INV-500019,CUST-UK-13455,SC00027,18.47,GBP,23.46,16,375.36,2025-08-16,13:21,Product B-27,Germany
,ORD-BR-00264,CUST-BR-0060,PROD-BR-010,250.93,BRL,50.19,2,100.38,2025-08-17,18:10,utilidades_domesticas,Brazil
,ORD-BR-00032,CUST-BR-0011,PROD-BR-025,103.03,BRL,20.61,2,41.22,2025-08-17,13:14,alimentos,Brazil
,ORD-BR-00470,CUST-BR-0011,PROD-BR-021,95.64,BRL,19.13,1,19.13,2025-08-17,12:48,utilidades_domesticas,Brazil
,INV-500130,CUST-UK-15227,SC00038,14.41,GBP,1.65,21,34.65,2025-08-18,15:09,Product M-38,Germany
,INV-500498,CUST-UK-11938,SC00005,6.32,GBP,18.87,2,37.74,2025-08-18,09:26,Product F-5,United Kingdom
,ORD-BR-00384,CUST-BR-0041,PROD-BR-017,260.51,BRL,52.1,2,104.2,2025-08-18,13:08,eletronicos,Brazil
,ORD-BR-00354,CUST-BR-0009,PROD-BR-030,91.62,BRL,18.32,2,36.64,2025-08-18,12:33,moda,Brazil
,INV-500230,CUST-UK-13631,SC00033,23.41,GBP,14.49,17,246.33,2025-08-18,13:39,Product H-33,France
,ORD-BR-00195,CUST-BR-0006,PROD-BR-003,102.86,BRL,20.57,2,41.14,2025-08-19,11:25,alimentos,Brazil
,INV-500195,CUST-UK-11930,SC00018,12.67,GBP,21.36,17,363.12,2025-08-19,09:48,Product S-18,France
,ORD-BR-00206,CUST-BR-0026,PROD-BR-018,238.04,BRL,47.61,3,142.83,2025-08-19,12:59,eletronicos,Brazil
,ORD-BR-00185,CUST-BR-0069,PROD-BR-022,16.96,BRL,3.39,3,10.17,2025-08-19,15:34,eletronicos,Brazil
,ORD-BR-00347,CUST-BR-0045,PROD-BR-027,182.64,BRL,36.53,3,109.59,2025-08-19,17:41,moda,Brazil
,INV-500036,CUST-UK-16466,SC00019,5.47,GBP,14.41,14,201.74,2025-08-19,09:51,Product T-19,France
,ORD-BR-00208,CUST-BR-0005,PROD-BR-003,43.51,BRL,8.7,1,8.7,2025-08-19,10:23,moda,Brazil
,ORD-BR-00366,CUST-BR-0003,PROD-BR-018,171.02,BRL,34.2,2,68.4,2025-08-19,18:12,esportes,Brazil
,ORD-BR-00248,CUST-BR-0056,PROD-BR-030,362.17,BRL,72.43,3,217.29,2025-08-20,18:14,moda,Brazil
,INV-500561,CUST-UK-13237,SC00047,7.58,GBP,6.55,13,85.15,2025-08-20,08:57,Product V-47,United Kingdom
,INV-500146,CUST-UK-17268,SC00031,17.21,GBP,11.81,8,94.48,2025-08-20,09:11,Product F-31,Spain
,INV-500260,CUST-UK-14830,SC00012,17.02,GBP,19.85,1,19.85,2025-08-21,14:28,Product M-12,Spain
,INV-500084,CUST-UK-14795,SC00008,19.04,GBP,19.71,1,19.71,2025-08-22,13:09,Product I-8,Spain
,INV-500010,CUST-UK-12276,SC00003,14.08,GBP,17.88,14,250.32,2025-08-22,11:19,Product D-3,France
,ORD-BR-00018,CUST-BR-0053,PROD-BR-022,260.88,BRL,52.18,2,104.36,2025-08-23,13:00,utilidades_domesticas,Brazil
,INV-500234,CUST-UK-14571,SC00030,8.56,GBP,7.38,3,22.14,2025-08-24,15:27,Product E-30,United Kingdom
,ORD-BR-00053,CUST-BR-0026,PROD-BR-038,350.83,BRL,70.17,2,140.34,2025-08-24,13:48,moda,Brazil
,ORD-BR-00136,CUST-BR-0076,PROD-BR-032,147.55,BRL,29.51,1,29.51,2025-08-25,19:28,eletronicos,Brazil
,ORD-BR-00473,CUST-BR-0011,PROD-BR-030,425.55,BRL,85.11,2,170.22,2025-08-25,10:37,moda,Brazil
,ORD-BR-00112,CUST-BR-0071,PROD-BR-007,68.04,BRL,13.61,2,27.22,2025-08-25,11:11,moda,Brazil
,ORD-BR-00325,CUST-BR-0026,PROD-BR-013,215.63,BRL,43.13,1,43.13,2025-08-25,19:39,utilidades_domesticas,Brazil
,ORD-BR-00056,CUST-BR-0072,PROD-BR-009,92.98,BRL,18.6,1,18.6,2025-08-26,08:10,esportes,Brazil
,INV-500153,CUST-UK-17981,SC00004,5.46,GBP,28.65,10,286.5,2025-08-27,08:32,Product E-4,Spain
,ORD-BR-00298,CUST-BR-0026,PROD-BR-020,300.15,BRL,60.03,3,180.09,2025-08-27,17:26,moda,Brazil
,ORD-BR-00453,CUST-BR-0022,PROD-BR-037,278.74,BRL,55.75,2,111.5,2025-08-28,13:05,esportes,Brazil
,INV-500246,CUST-UK-15472,SC00034,10.65,GBP,26.35,18,474.3,2025-08-29,10:11,Product I-34,United Kingdom
,INV-500580,CUST-UK-17956,SC00021,24.48,GBP,7.37,14,103.18,2025-08-29,09:13,Product V-21,Germany
,ORD-BR-00276,CUST-BR-0015,PROD-BR-029,224.68,BRL,44.94,3,134.82,2025-08-29,11:28,eletronicos,Brazil
,ORD-BR-00444,CUST-BR-0057,PROD-BR-030,175.63,BRL,35.13,1,35.13,2025-08-29,07:46,alimentos,Brazil
,ORD-BR-00060,CUST-BR-0078,PROD-BR-028,235.25,BRL,47.05,1,47.05,2025-08-29,08:00,esportes,Brazil
,INV-500340,CUST-UK-11280,SC00028,2.81,GBP,25.59,1,25.59,2025-08-30,10:13,Product C-28,United Kingdom
,INV-500350,CUST-UK-14633,SC00010,12.91,GBP,18.66,10,186.6,2025-08-30,11:48,Product K-10,Germany
,ORD-BR-00320,CUST-BR-0020,PROD-BR-031,399.91,BRL,79.98,1,79.98,2025-09-01,15:07,utilidades_domesticas,Brazil
,INV-500509,CUST-UK-11082,SC00030,12.27,GBP,14.35,17,243.95,2025-09-01,14:50,Product E-30,United Kingdom
,ORD-BR-00302,CUST-BR-0023,PROD-BR-015,410.99,BRL,82.2,3,246.6,2025-09-01,10:37,alimentos,Brazil
,ORD-BR-00465,CUST-BR-0060,PROD-BR-027,176.62,BRL,35.32,1,35.32,2025-09-02,12:40,moda,Brazil
,INV-500283,CUST-UK-11130,SC00003,21.56,GBP,15.35,10,153.5,2025-09-02,11:14,Product D-3,Germany
,ORD-BR-00120,CUST-BR-0065,PROD-BR-029,411.13,BRL,82.23,1,82.23,2025-09-03,19:06,eletronicos,Brazil
,INV-500143,CUST-UK-17929,SC00009,5.14,GBP,22.22,5,111.1,2025-09-05,16:12,Product J-9,Spain
,INV-500573,CUST-UK-10814,SC00027,2.16,GBP,2.83,23,65.09,2025-09-06,09:48,Product B-27,Spain
,INV-500072,CUST-UK-15654,SC00041,5.07,GBP,2.25,13,29.25,2025-09-06,16:38,Product P-41,United Kingdom
,INV-500406,CUST-UK-15005,SC00024,19.26,GBP,1.14,18,20.52,2025-09-06,12:10,Product Y-24,France
,INV-500266,CUST-UK-10749,SC00029,4.26,GBP,22.69,23,521.87,2025-09-07,15:35,Product D-29,France
,ORD-BR-00077,CUST-BR-0013,PROD-BR-034,65.24,BRL,13.05,2,26.1,2025-09-07,10:55,utilidades_domesticas,Brazil
,ORD-BR-00279,CUST-BR-0026,PROD-BR-018,279.54,BRL,55.91,1,55.91,2025-09-08,18:21,esportes,Brazil
,INV-500494,CUST-UK-15221,SC00042,1.84,GBP,12.66,2,25.32,2025-09-08,12:22,Product Q-42,France
,ORD-BR-00487,CUST-BR-0029,PROD-BR-015,292.63,BRL,58.53,2,117.06,2025-09-08,19:44,utilidades_domesticas,Brazil
,ORD-BR-00108,CUST-BR-0007,PROD-BR-037,205.49,BRL,41.1,3,123.3,2025-09-08,19:29,esportes,Brazil
,ORD-BR-00243,CUST-BR-0012,PROD-BR-026,433.27,BRL,86.65,1,86.65,2025-09-09,15:48,esportes,Brazil
,INV-500426,CUST-UK-16761,SC00005,9.32,GBP,9.27,10,92.7,2025-09-09,15:39,Product F-5,Germany
,INV-500452,CUST-UK-17411,SC00046,3.63,GBP,25.4,23,584.2,2025-09-11,15:18,Product U-46,United Kingdom
,INV-500021,CUST-UK-12609,SC00017,10.6,GBP,13.46,5,67.3,2025-09-11,11:57,Product R-17,France
,ORD-BR-00329,CUST-BR-0072,PROD-BR-037,77.6,BRL,15.52,2,31.04,2025-09-11,13:34,eletronicos,Brazil
,INV-500305,CUST-UK-11523,SC00002,13.77,GBP,15.11,2,30.22,2025-09-12,16:31,Product C-2,France
,INV-500218,CUST-UK-14747,SC00034,7.17,GBP,8.41,14,117.74,2025-09-13,13:58,Product I-34,France
,INV-500395,CUST-UK-13875,SC00017,0.9,GBP,22.58,24,541.92,2025-09-13,16:38,Product R-17,United Kingdom
,INV-500324,CUST-UK-17764,SC00020,17.68,GBP,1.88,3,5.64,2025-09-14,14:53,Product U-20,Spain
,INV-500583,CUST-UK-11357,SC00044,5.28,GBP,15.32,6,91.92,2025-09-14,14:19,Product S-44,France
,ORD-BR-00322,CUST-BR-0041,PROD-BR-023,232.83,BRL,46.57,2,93.14,2025-09-15,09:45,eletronicos,Brazil
,ORD-BR-00244,CUST-BR-0074,PROD-BR-001,411.97,BRL,82.39,3,247.17,2025-09-15,15:32,alimentos,Brazil
,INV-500046,CUST-UK-13848,SC00041,15.56,GBP,29.55,21,620.55,2025-09-15,10:09,Product P-41,France
,INV-500367,CUST-UK-17257,SC00019,20.41,GBP,10.43,12,125.16,2025-09-15,11:37,Product T-19,Spain
,INV-500295,CUST-UK-12138,SC00022,3.29,GBP,8.37,19,159.03,2025-09-15,12:39,Product W-22,United Kingdom
,INV-500045,CUST-UK-17247,SC00015,13.98,GBP,13.51,5,67.55,2025-09-15,09:12,Product P-15,Spain
,ORD-BR-00442,CUST-BR-0028,PROD-BR-037,119.8,BRL,23.96,2,47.92,2025-09-15,10:48,alimentos,Brazil
,ORD-BR-00341,CUST-BR-0032,PROD-BR-039,395.66,BRL,79.13,3,237.39,2025-09-16,13:15,utilidades_domesticas,Brazil
,INV-500215,CUST-UK-14451,SC00023,20.28,GBP,12.88,11,141.68,2025-09-16,10:08,Product X-23,Spain
,INV-500318,CUST-UK-17927,SC00047,1.91,GBP,4.48,12,53.76,2025-09-17,11:21,Product V-47,Spain
,ORD-BR-00235,CUST-BR-0005,PROD-BR-020,273.64,BRL,54.73,1,54.73,2025-09-17,11:03,esportes,Brazil
,INV-500565,CUST-UK-16476,SC00038,11.4,GBP,7.43,13,96.59,2025-09-17,10:21,Product M-38,Spain
,INV-500278,CUST-UK-13173,SC00033,2.57,GBP,29.59,6,177.54,2025-09-17,10:48,Product H-33,Germany
,INV-500556,CUST-UK-16741,SC00046,2.23,GBP,15.71,13,204.23,2025-09-17,15:06,Product U-46,France
,ORD-BR-00193,CUST-BR-0057,PROD-BR-036,273.92,BRL,54.78,1,54.78,2025-09-18,20:11,eletronicos,Brazil
,INV-500414,CUST-UK-12821,SC00020,9.45,GBP,15.66,15,234.9,2025-09-18,11:18,Product U-20,Spain
,INV-500501,CUST-UK-13962,SC00030,4.46,GBP,28.07,2,56.14,2025-09-18,15:32,Product E-30,Germany
,ORD-BR-00271,CUST-BR-0057,PROD-BR-030,385.33,BRL,77.07,2,154.14,2025-09-18,11:12,esportes,Brazil
,INV-500345,CUST-UK-15749,SC00016,2.02,GBP,30.49,3,91.47,2025-09-19,17:06,Product Q-16,Spain
,INV-500114,CUST-UK-10238,SC00018,18.91,GBP,12.71,14,177.94,2025-09-19,10:02,Product S-18,United Kingdom
,INV-500322,CUST-UK-15932,SC00049,22.96,GBP,21.54,19,409.26,2025-09-19,12:25,Product X-49,Spain
,ORD-BR-00037,CUST-BR-0012,PROD-BR-039,59.98,BRL,12.0,1,12.0,2025-09-19,11:59,eletronicos,Brazil
,ORD-BR-00392,CUST-BR-0015,PROD-BR-007,427.08,BRL,85.42,1,85.42,2025-09-19,13:41,eletronicos,Brazil
,INV-500160,CUST-UK-12118,SC00018,13.23,GBP,17.36,21,364.56,2025-09-19,13:37,Product S-18,France
,ORD-BR-00220,CUST-BR-0013,PROD-BR-012,284.76,BRL,56.95,1,56.95,2025-09-19,17:22,esportes,Brazil
,ORD-BR-00466,CUST-BR-0046,PROD-BR-019,223.55,BRL,44.71,2,89.42,2025-09-19,09:32,moda,Brazil
,INV-500363,CUST-UK-15481,SC00005,23.64,GBP,25.39,14,355.46,2025-09-20,09:02,Product F-5,United Kingdom
,INV-500349,CUST-UK-15661,SC00046,15.31,GBP,3.44,20,68.8,2025-09-20,15:58,Product U-46,France
,INV-500124,CUST-UK-13137,SC00006,2.43,GBP,10.21,22,224.62,2025-09-21,16:30,Product G-6,Germany
,INV-500357,CUST-UK-15423,SC00010,8.29,GBP,10.31,14,144.34,2025-09-21,15:12,Product K-10,Spain
,ORD-BR-00318,CUST-BR-0003,PROD-BR-018,284.56,BRL,56.91,2,113.82,2025-09-21,19:30,moda,Brazil
,INV-500087,CUST-UK-16451,SC00044,23.27,GBP,10.83,18,194.94,2025-09-21,16:43,Product S-44,Spain
,INV-500359,CUST-UK-15179,SC00016,11.31,GBP,16.4,8,131.2,2025-09-23,16:15,Product Q-16,France
,ORD-BR-00403,CUST-BR-0070,PROD-BR-031,322.91,BRL,64.58,2,129.16,2025-09-23,09:00,moda,Brazil
,ORD-BR-00300,CUST-BR-0076,PROD-BR-035,122.31,BRL,24.46,3,73.38,2025-09-23,10:06,esportes,Brazil
,ORD-BR-00393,CUST-BR-0065,PROD-BR-019,438.87,BRL,87.77,1,87.77,2025-09-23,12:34,eletronicos,Brazil
,INV-500424,CUST-UK-13815,SC00039,22.75,GBP,19.77,2,39.54,2025-09-23,10:34,Product N-39,Spain
,INV-500554,CUST-UK-12491,SC00038,21.43,GBP,25.18,18,453.24,2025-09-23,14:38,Product M-38,France
,INV-500434,CUST-UK-11927,SC00037,8.62,GBP,13.61,2,27.22,2025-09-24,14:39,Product L-37,Germany
,INV-500355,CUST-UK-13141,SC00006,3.34,GBP,29.68,8,237.44,2025-09-25,08:48,Product G-6,United Kingdom
,INV-500066,CUST-UK-11520,SC00019,24.7,GBP,11.37,4,45.48,2025-09-25,13:29,Product T-19,Germany
,ORD-BR-00397,CUST-BR-0025,PROD-BR-018,407.8,BRL,81.56,2,163.12,2025-09-25,16:53,utilidades_domesticas,Brazil
,INV-500262,CUST-UK-15744,SC00044,14.3,GBP,29.62,15,444.3,2025-09-25,15:57,Product S-44,France
,INV-500191,CUST-UK-16554,SC00037,19.44,GBP,24.52,23,563.96,2025-09-25,09:32,Product L-37,Germany
,INV-500304,CUST-UK-16419,SC00033,8.64,GBP,27.85,7,194.95,2025-09-25,12:47,Product H-33,France
,ORD-BR-00338,CUST-BR-0077,PROD-BR-013,52.4,BRL,10.48,1,10.48,2025-09-26,16:05,utilidades_domesticas,Brazil
,ORD-BR-00464,CUST-BR-0059,PROD-BR-011,53.73,BRL,10.75,3,32.25,2025-09-26,18:51,alimentos,Brazil
,ORD-BR-00278,CUST-BR-0070,PROD-BR-017,66.74,BRL,13.35,1,13.35,2025-09-26,09:35,eletronicos,Brazil
,INV-500332,CUST-UK-14899,SC00017,20.15,GBP,22.45,14,314.3,2025-09-27,09:18,Product R-17,United Kingdom
,ORD-BR-00285,CUST-BR-0036,PROD-BR-035,292.97,BRL,58.59,3,175.77,2025-09-27,19:52,utilidades_domesticas,Brazil
,ORD-BR-00154,CUST-BR-0038,PROD-BR-037,87.17,BRL,17.43,1,17.43,2025-09-27,16:51,esportes,Brazil
,ORD-BR-00350,CUST-BR-0062,PROD-BR-010,89.8,BRL,17.96,2,35.92,2025-09-28,15:13,moda,Brazil
,INV-500578,CUST-UK-11916,SC00043,22.37,GBP,9.63,16,154.08,2025-09-28,15:23,Product R-43,Spain
,ORD-BR-00455,CUST-BR-0016,PROD-BR-037,40.21,BRL,8.04,2,16.08,2025-09-29,09:34,utilidades_domesticas,Brazil
,ORD-BR-00432,CUST-BR-0028,PROD-BR-019,101.38,BRL,20.28,1,20.28,2025-09-29,15:04,alimentos,Brazil
,INV-500175,CUST-UK-14077,SC00006,11.21,GBP,20.12,20,402.4,2025-09-29,11:30,Product G-6,United Kingdom
,INV-500054,CUST-UK-14091,SC00045,7.49,GBP,8.15,12,97.8,2025-09-29,17:11,Product T-45,France
,INV-500537,CUST-UK-14291,SC00005,24.07,GBP,22.01,10,220.1,2025-09-30,09:40,Product F-5,Spain
